Date,Open,High,Low,Close,Volume
2008-12-04,109.34,109.4,109.29,109.4,226023
2008-12-05,109.4,109.42,109.33,109.39,215797
2008-12-08,109.32,109.37,109.29,109.35,157984
2008-12-09,109.32,109.42,109.32,109.42,238827
2008-12-10,109.4,109.44,109.28,109.44,262533
2008-12-11,109.41,109.45,109.36,109.42,170978
2008-12-12,109.5,109.5,109.38,109.45,315602
2008-12-15,109.42,109.44,109.4,109.44,246472
2008-12-16,109.42,109.42,109.3,109.4,208782
2008-12-17,109.37,109.43,109.35,109.35,312652
2008-12-18,109.4,109.41,109.18,109.35,1938560
2008-12-19,109.27,109.43,109.25,109.4,282359
2008-12-22,109.32,109.43,109.3,109.4,160464
2008-12-23,109.33,109.43,109.32,109.43,110121
2008-12-24,109.4,109.42,109.31,109.42,57070
2008-12-26,109.42,109.42,109.29,109.4,315418
2008-12-29,109.3,109.33,109.17,109.32,488787
2008-12-30,109.17,109.32,109.16,109.31,316392
2008-12-31,109.29,109.3,109.15,109.29,203974
2009-01-02,109.14,109.2,109.1,109.12,409329
2009-01-05,109.04,109.2,109.04,109.2,534631
2009-01-06,109.1,109.25,109.1,109.25,315669
2009-01-07,109.24,109.27,109.12,109.27,457682
2009-01-08,109.18,109.27,109.15,109.15,262603
2009-01-09,109.25,109.29,109.14,109.23,134265
2009-01-12,109.23,109.3,109.19,109.29,270560
2009-01-13,109.22,109.29,109.2,109.29,133284
2009-01-14,109.25,109.36,109.2,109.31,1318405
2009-01-15,109.37,109.37,109.16,109.24,120339
2009-01-16,109.28,109.31,109.17,109.25,107659
2009-01-20,109.36,109.36,109.16,109.25,608691
2009-01-21,109.29,109.29,109.16,109.21,939328
2009-01-22,109.19,109.27,109.16,109.24,362094
2009-01-23,109.27,109.29,109.17,109.28,349333
2009-01-26,109.26,109.27,109.21,109.24,157381
2009-01-27,109.27,109.28,109.21,109.26,144830
2009-01-28,109.26,109.26,109.2,109.26,178056
2009-01-29,109.22,109.26,109.22,109.23,133086
2009-01-30,109.21,109.25,109.18,109.23,144070
2009-02-02,109.22,109.22,109.16,109.21,169104
2009-02-03,109.21,109.21,109.15,109.18,143816
2009-02-04,109.19,109.2,109.11,109.11,218508
2009-02-05,109.17,109.18,109.08,109.18,153258
2009-02-06,109.17,109.17,109.03,109.11,469550
2009-02-09,109.13,109.15,109.06,109.15,456408
2009-02-10,109.11,109.17,109.08,109.17,418050
2009-02-11,109.15,109.16,109.1,109.15,178163
2009-02-12,109.15,109.15,109.1,109.13,188328
2009-02-13,109.1,109.14,109.08,109.14,168133
2009-02-17,109.15,109.16,109.1,109.1,191989
2009-02-18,109.1,109.15,109.06,109.15,271226
2009-02-19,109.08,109.11,109.03,109.03,137067
2009-02-20,109.08,109.14,109.06,109.07,302396
2009-02-23,109.13,109.15,109.07,109.15,316980
2009-02-24,109.09,109.21,109.09,109.14,1222023
